ensembl_gene_id	description	external_gene_name	gene_biotype
AT5G48770	Disease resistance protein [Source:UniProtKB/TrEMBL;Acc:Q9FKB9]		protein_coding
AT1G02750	Protein DEHYDRATION-INDUCED 19 homolog 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8GWK1]	DI19-2	protein_coding
AT3G16660	Pollen Ole e 1 allergen and extensin family protein [Source:UniProtKB/TrEMBL;Acc:Q9LUR8]		protein_coding
AT5G05730	Anthranilate synthase component I-1 [Source:UniProtKB/TrEMBL;Acc:F4K0T5]	ASA1	protein_coding
AT4G37930	Serine hydroxymethyltransferase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SZJ5]	SHM1	protein_coding
AT1G17280	ubiquitin-conjugating enzyme 34 [Source:TAIR;Acc:AT1G17280]	UBC34	protein_coding
AT3G60620	Phosphatidate cytidylyltransferase 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M001]	CDS5	protein_coding
AT2G46370	Jasmonic acid-amido synthetase JAR1 [Source:UniProtKB/TrEMBL;Acc:F4II77]	JAR1	protein_coding
AT5G27340	unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). [Source:TAIR;Acc:AT5G27340]		protein_coding
AT1G09630	Ras-related protein RABA2a [Source:UniProtKB/Swiss-Prot;Acc:O04486]	RABA2A	protein_coding
AT3G17650	Probable metal-nicotianamine transporter YSL5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUN2]	YSL5	protein_coding
AT5G55380	Probable long-chain-alcohol O-fatty-acyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FJ72]	AT1	protein_coding
AT1G22830	Pentatricopeptide repeat-containing protein At1g22830 [Source:UniProtKB/Swiss-Prot;Acc:Q4V389]	PCMP-E24	protein_coding
AT4G13940	Adenosylhomocysteinase 1 [Source:UniProtKB/Swiss-Prot;Acc:O23255]	SAHH1	protein_coding
AT1G75335	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G3X0]		protein_coding
AT5G16150	Plastidic glucose transporter 4 [Source:UniProtKB/Swiss-Prot;Acc:Q56ZZ7]	GLT1	protein_coding
AT5G61850	floral meristem identity control protein LEAFY (LFY) [Source:TAIR;Acc:AT5G61850]	LFY	protein_coding
AT4G03630	Putative nodulin [Source:UniProtKB/TrEMBL;Acc:Q9SY41]		protein_coding
AT5G20040	tRNA isopentenyltransferase AtIPT9 [Source:UniProtKB/TrEMBL;Acc:F4K2Q7]	ATIPT9	protein_coding
AT4G27050	F-box protein At4g27050 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ44]		protein_coding
AT3G43580	At3g43580 [Source:UniProtKB/TrEMBL;Acc:Q9FYD2]		protein_coding
AT3G29450	General transcription factor 2-related zinc finger protein [Source:UniProtKB/TrEMBL;Acc:F4J326]		protein_coding
AT4G21040	Dof zinc finger protein DOF4.3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUB0]	DOF4.3	protein_coding
AT5G53390	WSD11 [Source:UniProtKB/TrEMBL;Acc:A0A178UHJ7]		protein_coding
AT5G57700	BNR/Asp-box repeat family protein [Source:UniProtKB/TrEMBL;Acc:F4KC30]		protein_coding
AT4G26485	Uncharacterized protein At4g26485 [Source:UniProtKB/Swiss-Prot;Acc:P0C8L4]		protein_coding
AT4G10100	Molybdopterin synthase sulfur carrier subunit [Source:UniProtKB/Swiss-Prot;Acc:Q9S7A3]	CNX7	protein_coding
AT1G26921	unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT1G26921]		protein_coding
AT1G75870	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9LQS7]		protein_coding
AT4G11870	Putative uncharacterized protein AT4g11870 [Source:UniProtKB/TrEMBL;Acc:Q9T055]		protein_coding
AT5G48140	At5g48140 [Source:UniProtKB/TrEMBL;Acc:Q9LUB8]		protein_coding
AT1G59359	40S ribosomal protein S2-2 [Source:UniProtKB/Swiss-Prot;Acc:Q93VB8]	RPS2B	protein_coding
AT1G51480	Probable disease resistance protein At1g51480 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8K0]		protein_coding
AT3G11080	Disease resistance protein, putative; 7647-10478 [Source:UniProtKB/TrEMBL;Acc:Q9SRL7]	AtRLP35	protein_coding
AT4G27595	Plant protein of unknown function (DUF827) [Source:TAIR;Acc:AT4G27595]		protein_coding
AT2G17250	CCAAT-binding factor [Source:UniProtKB/TrEMBL;Acc:F4IMH3]	EMB2762	protein_coding
AT3G06590	Transcription factor bHLH148 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8Z9]	BHLH148	protein_coding
AT2G28240	ATP-dependent helicase-like protein [Source:UniProtKB/TrEMBL;Acc:Q84JK0]		protein_coding
AT5G05370	At5g05370 [Source:UniProtKB/TrEMBL;Acc:Q9FLB7]		protein_coding
AT5G04853	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G28674.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eu /.../es - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G04853]		protein_coding
AT5G60180	Putative pumilio homolog 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSS8]	APUM19	protein_coding
AT4G17245	AT4g17240/dl4655c [Source:UniProtKB/TrEMBL;Acc:Q940N3]		protein_coding
AT3G53510	ABC transporter G family member 20 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFG8]	ABCG20	protein_coding
AT3G44090	Putative F-box/LRR-repeat protein At3g44090 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXQ3]		protein_coding
AT4G37320	Cytochrome P450, family 81, subfamily D, polypeptide 5 [Source:UniProtKB/TrEMBL;Acc:O23156]	CYP81D5	protein_coding
AT5G39080	Acyltransferase-like protein [Source:UniProtKB/TrEMBL;Acc:Q9FID2]		protein_coding
AT1G70660	Ubiquitin-conjugating enzyme E2 variant 1B [Source:UniProtKB/Swiss-Prot;Acc:Q9CAB6]	UEV1B	protein_coding
AT1G77170	Pentatricopeptide repeat-containing protein At1g77170 [Source:UniProtKB/Swiss-Prot;Acc:Q3ECB8]	PCMP-E21	protein_coding
AT1G55510	2-oxoisovalerate dehydrogenase subunit beta 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SAV3]	BCDH BETA1	protein_coding
AT4G17480	Palmitoyl protein thioesterase family protein [Source:UniProtKB/TrEMBL;Acc:Q84JI7]		protein_coding
AT1G20370	F14O10.3 protein [Source:UniProtKB/TrEMBL;Acc:Q9LN29]		protein_coding
AT2G33990	IQ-domain 9 protein [Source:UniProtKB/TrEMBL;Acc:Q0WNP8]	iqd9	protein_coding
AT4G25580	ARM repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8RY15]		protein_coding
AT2G43810	Sm-like protein LSM36B [Source:UniProtKB/Swiss-Prot;Acc:O22823]	LSM6B	protein_coding
AT3G57930	Putative uncharacterized protein At3g57930 [Source:UniProtKB/TrEMBL;Acc:Q9M2Q5]		protein_coding
AT1G73110	At1g73110/F3N23_39 [Source:UniProtKB/TrEMBL;Acc:Q9AST9]		protein_coding
AT1G36756	Putative uncharacterized protein T32O22_6 [Source:UniProtKB/TrEMBL;Acc:Q9FRI9]		protein_coding
AT5G59290	UDP-glucuronic acid decarboxylase 3 [Source:UniProtKB/TrEMBL;Acc:F4KHU8]	UXS3	protein_coding
AT1G75110	Arabinosyltransferase RRA2 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9Q5]	RRA2	protein_coding
AT3G09750	Galactose oxidase/kelch repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J1B0]		protein_coding
AT2G45550	Cytochrome P450 76C4 [Source:UniProtKB/Swiss-Prot;Acc:O64635]	CYP76C4	protein_coding
AT5G03770	Probable 3-deoxy-D-manno-octulosonic acid transferase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8VZA5]	KDTA	protein_coding
AT1G22610	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:Q9SKA3]		protein_coding
AT1G13590	Phytosulfokines 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMY9]	PSK1	protein_coding
AT5G02220	Cyclin-dependent protein kinase inhibitor SMR4 [Source:UniProtKB/Swiss-Prot;Acc:Q1JPP8]	SMR4	protein_coding
AT3G15720	Probable polygalacturonase At3g15720 [Source:UniProtKB/Swiss-Prot;Acc:Q9LW07]		protein_coding
AT1G50110	Branched-chain-amino-acid aminotransferase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPM9]	BCAT6	protein_coding
AT1G21540	Probable acyl-activating enzyme 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPK6]	AEE9	protein_coding
AT1G19970	ER lumen protein retaining receptor-like protein [Source:UniProtKB/TrEMBL;Acc:F4HR00]		protein_coding
AT1G63640	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain [Source:TAIR;Acc:AT1G63640]		protein_coding
AT2G40113	Pollen Ole e 1 allergen and extensin family protein [Source:UniProtKB/TrEMBL;Acc:Q58FY6]		protein_coding
AT1G06490	Callose synthase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHJ3]	CALS7	protein_coding
AT1G56105			protein_coding
AT1G47578	Putative lipoyltransferase-like protein, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P0C7R2]		protein_coding
AT5G24220	Gb|AAD29063.1 [Source:UniProtKB/TrEMBL;Acc:Q9FNG0]		protein_coding
AT1G50650	Stigma-specific STIG1-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6P6]		protein_coding
AT3G53450	Cytokinin riboside 5'-monophosphate phosphoribohydrolase [Source:UniProtKB/TrEMBL;Acc:A0A178V9S8]	LOG4	protein_coding
AT2G43950	Outer envelope pore protein 37, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O80565]	OEP37	protein_coding
AT5G02900	Cytochrome P450, family 96, subfamily A, polypeptide 13 [Source:UniProtKB/TrEMBL;Acc:Q9LYZ5]	CYP96A13	protein_coding
AT1G51690	protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform [Source:TAIR;Acc:AT1G51690]	ATB ALPHA	protein_coding
AT5G14670	ADP-ribosylation factor A1B [Source:UniProtKB/TrEMBL;Acc:Q9LYJ3]	ATARFA1B	protein_coding
AT2G20921	unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT2G20921]		protein_coding
AT5G11730	At5g11730 [Source:UniProtKB/TrEMBL;Acc:Q9LYF7]		protein_coding
AT1G23510	unknown protein; BEST Arabidopsis thaliana protein match is: Domain of unknown function (DUF220) (TAIR:AT1G23520.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Vi /.../- 0; Other Eukaryotes - 9610 (source: NCBI BLink). [Source:TAIR;Acc:AT1G23510]		protein_coding
AT5G01040	Laccase-8 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFD2]	LAC8	protein_coding
AT5G50790	Bidirectional sugar transporter SWEET10 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUE3]	SWEET10	protein_coding
AT3G58250	TRAF-like family protein [Source:TAIR;Acc:AT3G58250]		protein_coding
AT1G02145	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase [Source:UniProtKB/Swiss-Prot;Acc:A8MR93]	ALG12	protein_coding
AT1G36160	Acetyl-CoA carboxylase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q38970]	ACC1	protein_coding
AT4G00234	BEST Arabidopsis thaliana protein match is: Mechanosensitive ion channel protein (TAIR:AT4G00290.1); Has 57 Blast hits to 57 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 56; Viruses - 0; Other Eukaryotes - 1 (so /.../NCBI BLink). [Source:TAIR;Acc:AT4G00234]		protein_coding
AT4G37810	EPIDERMAL PATTERNING FACTOR-like protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9T068]	EPFL2	protein_coding
AT1G09000	Mitogen-activated protein kinase kinase kinase ANP1 [Source:UniProtKB/Swiss-Prot;Acc:O22040]	ANP1	protein_coding
AT5G42990	Probable ubiquitin-conjugating enzyme E2 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMM0]	UBC18	protein_coding
AT3G18030	Phosphopantothenoylcysteine decarboxylase [Source:UniProtKB/Swiss-Prot;Acc:Q9SWE5]	HAL3A	protein_coding
AT1G72800	Putative uncharacterized protein At1g72800 [Source:UniProtKB/TrEMBL;Acc:Q9CAJ2]		protein_coding
AT3G11660	NDR1/HIN1-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRN0]	NHL1	protein_coding
AT1G65150	Putative uncharacterized protein At1g65150 [Source:UniProtKB/TrEMBL;Acc:Q9S9J5]		protein_coding
AT4G13195	CLAVATA3/ESR (CLE)-related protein 44 [Source:UniProtKB/Swiss-Prot;Acc:Q941C5]	CLE44	protein_coding
AT4G39120	myo-inositol monophosphatase like 2 [Source:TAIR;Acc:AT4G39120]	IMPL2	protein_coding
AT4G04960	L-type lectin-domain containing receptor kinase VII.1 [Source:UniProtKB/Swiss-Prot;Acc:Q9S9U1]	LECRK71	protein_coding
AT3G19320	Leucine-rich repeat (LRR) family protein [Source:UniProtKB/TrEMBL;Acc:Q9LT85]		protein_coding
AT4G11640	Serine racemase [Source:UniProtKB/Swiss-Prot;Acc:Q2PGG3]	SR	protein_coding
AT4G31860	Probable protein phosphatase 2C 60 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ53]		protein_coding
AT1G70440	Probable inactive poly [ADP-ribose] polymerase SRO3 [Source:UniProtKB/Swiss-Prot;Acc:O64592]	SRO3	protein_coding
AT3G04400	At2g33370 [Source:UniProtKB/TrEMBL;Acc:Q1H559]	RPL23B	protein_coding
AT2G27320	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q5BPS8]		protein_coding
AT3G43990	Bromo-adjacent homology (BAH) domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9LXW1]		protein_coding
AT1G48850	Chorismate synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P57720]	EMB1144	protein_coding
AT4G32000	Protein kinase superfamily protein [Source:TAIR;Acc:AT4G32000]		protein_coding
AT4G13990	Probable xyloglucan galactosyltransferase GT14 [Source:UniProtKB/Swiss-Prot;Acc:Q84R16]	GT14	protein_coding
AT1G47680	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G47700.1); Has 3 Blast hits to 3 proteins in 1  /.../s: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT1G47680]		protein_coding
AT4G36510	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Has 2 Blast hits to 2 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2; Viruses - /.../her Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT4G36510]		protein_coding
AT1G47870	E2FC [Source:UniProtKB/TrEMBL;Acc:A0A178WB46]	E2FC	protein_coding
AT1G50570	At1g50570 [Source:UniProtKB/TrEMBL;Acc:Q9LPS7]		protein_coding
AT1G33850	40S ribosomal protein S15 [Source:UniProtKB/TrEMBL;Acc:Q9LD48]		protein_coding
AT1G65320	CBS domain-containing protein CBSX6 [Source:UniProtKB/Swiss-Prot;Acc:Q8GZA4]	CBSX6	protein_coding
AT5G49650	XK2 [Source:UniProtKB/TrEMBL;Acc:A0A178U884]	XK-2	protein_coding
AT2G03730	ACT domain-containing protein ACR5 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZPQ8]	ACR5	protein_coding
AT4G21210	Pyruvate, phosphate dikinase regulatory protein 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O49562]	RP1	protein_coding
AT5G05400	Putative disease resistance protein At5g05400 [Source:UniProtKB/Swiss-Prot;Acc:Q9FLB4]		protein_coding
AT1G21660	At1g21660 [Source:UniProtKB/TrEMBL;Acc:Q9XI12]		protein_coding
AT1G21230	Wall-associated receptor kinase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMN7]	WAK5	protein_coding
AT5G20970	Heat shock family protein [Source:UniProtKB/TrEMBL;Acc:F4K6X6]		protein_coding
AT1G60095	Mannose-binding lectin superfamily protein [Source:TAIR;Acc:AT1G60095]		protein_coding
AT1G62030	Cysteine/histidine-rich C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:O80707]		protein_coding
AT5G48945	LCR46 [Source:UniProtKB/TrEMBL;Acc:A0A178UR05]	LCR46	protein_coding
AT3G51920	Calmodulin-like protein 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9S744]	CML9	protein_coding
AT1G64840	F-box/kelch-repeat protein At1g64840 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIR1]		protein_coding
AT3G56790	Putative uncharacterized protein T8M16_120 [Source:UniProtKB/TrEMBL;Acc:Q9LES8]		protein_coding
AT1G29420	SAUR-like auxin-responsive protein family [Source:TAIR;Acc:AT1G29420]		protein_coding
AT5G45590	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q8LAA7]		protein_coding
AT3G52830	Ankyrin repeat protein [Source:UniProtKB/TrEMBL;Acc:Q9LXI2]		protein_coding
AT5G26717	Putative membrane lipoprotein [Source:UniProtKB/TrEMBL;Acc:Q3E926]		protein_coding
AT4G00210	LOB domain-containing protein 31 [Source:UniProtKB/Swiss-Prot;Acc:O81322]	LBD31	protein_coding
AT3G55060	CAP-gly domain linker [Source:UniProtKB/TrEMBL;Acc:Q9M2W0]		protein_coding
AT5G45200	TIR-NBS-LRR class disease resistance protein [Source:UniProtKB/TrEMBL;Acc:F4KD45]		protein_coding
AT2G17430	MLO-like protein 7 [Source:UniProtKB/Swiss-Prot;Acc:O22752]	MLO7	protein_coding
AT2G16910	Transcription factor ABORTED MICROSPORES [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVX2]	AMS	protein_coding
AT1G31540	TIR-NBS-LRR class disease resistance protein [Source:UniProtKB/TrEMBL;Acc:F4I9F1]		protein_coding
AT5G26130	Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JZQ4]		protein_coding
AT4G18640	Protein MALE DISCOVERER 2 [Source:UniProtKB/Swiss-Prot;Acc:C0LGQ4]	MDIS2	protein_coding
AT1G49170	At1g49170 [Source:UniProtKB/TrEMBL;Acc:Q6NQG5]		protein_coding
AT5G54390	PAP-specific phosphatase HAL2-like [Source:UniProtKB/Swiss-Prot;Acc:Q38945]	AHL	protein_coding
AT5G52450	Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:A0A178UMN3]	DTX16	protein_coding
AT1G78040	Allergen, putative [Source:UniProtKB/TrEMBL;Acc:Q8LD45]		protein_coding
AT1G76220	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9SGR2]		protein_coding
AT1G56400	Putative F-box/LRR-repeat protein At1g56400 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7X8]		protein_coding
AT3G17400	Putative F-box protein At3g17400 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUT1]		protein_coding
AT2G45050	GATA transcription factor 2 [Source:UniProtKB/Swiss-Prot;Acc:O49741]	GATA2	protein_coding
AT3G18282	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Has 1 Blast hits to 1 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1; Vi /.../- 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT3G18282]		protein_coding
AT2G36550	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q84WY5]		protein_coding
AT1G67050	F1O19.11 protein [Source:UniProtKB/TrEMBL;Acc:Q9FZH6]		protein_coding
AT5G35370	G-type lectin S-receptor-like serine/threonine-protein kinase At5g35370 [Source:UniProtKB/Swiss-Prot;Acc:O65238]		protein_coding
AT2G23780	Putative RING zinc finger protein [Source:UniProtKB/TrEMBL;Acc:O64824]		protein_coding
AT1G27170	Transmembrane receptors / ATP binding protein [Source:UniProtKB/TrEMBL;Acc:F4HR53]		protein_coding
AT3G09120	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q5Q0C9]		protein_coding
AT1G04700	PB1 domain-containing protein tyrosine kinase [Source:UniProtKB/TrEMBL;Acc:F4I5S1]		protein_coding
AT5G45630	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FK78]		protein_coding
AT4G19270	Putative uncharacterized protein AT4g19270 [Source:UniProtKB/TrEMBL;Acc:Q9LDP7]		protein_coding
AT1G66030	CYP96A14P [Source:UniProtKB/TrEMBL;Acc:A0A178WDD7]	CYP96A14P	protein_coding
AT4G11547	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q56X58]		protein_coding
AT2G37320	Pentatricopeptide repeat-containing protein At2g37320 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUT4]	PCMP-E50	protein_coding
AT4G19520	TIR-NBS-LRR class disease resistance protein [Source:UniProtKB/TrEMBL;Acc:F4JT82]		protein_coding
AT2G47450	Signal recognition particle 43 kDa protein, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O22265]	CAO	protein_coding
AT3G56740	Rhomboid-like protein 20 [Source:UniProtKB/Swiss-Prot;Acc:Q9LET3]	RBL20	protein_coding
AT2G37580	RING-H2 finger protein ATL33 [Source:UniProtKB/Swiss-Prot;Acc:O80927]	ATL33	protein_coding
AT1G68907	Putative defensin-like protein 263 [Source:UniProtKB/Swiss-Prot;Acc:Q2V4D9]		protein_coding
ATCG01090	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P56755]	NDHI	protein_coding
AT3G61826	unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT3G61826]		protein_coding
AT4G37340	Cytochrome P450, family 81, subfamily D, polypeptide 3 [Source:UniProtKB/TrEMBL;Acc:O23154]	CYP81D3	protein_coding
AT3G20590	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Source:UniProtKB/TrEMBL;Acc:Q9LJT9]		protein_coding
AT3G58380	MATH domain and coiled-coil domain-containing protein At3g58380 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2H8]		protein_coding
AT5G59250	D-xylose-proton symporter-like 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q0WWW9]		protein_coding
AT1G55990	Glycine-rich protein [Source:UniProtKB/TrEMBL;Acc:F4I3I2]		protein_coding
AT1G60570	Putative F-box/kelch-repeat protein At1g60570 [Source:UniProtKB/Swiss-Prot;Acc:O22698]		protein_coding
AT5G52390	PAR1 protein [Source:UniProtKB/TrEMBL;Acc:Q9FHC1]		protein_coding
AT3G20900	Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q3EB32]		protein_coding
AT5G55950	Nucleotide-sugar uncharacterized transporter 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FG70]		protein_coding
AT1G73750	Uncharacterised conserved protein UCP031088, alpha/beta hydrolase [Source:TAIR;Acc:AT1G73750]		protein_coding
AT4G19620	Putative uncharacterized protein AT4g19620 [Source:UniProtKB/TrEMBL;Acc:O49479]		protein_coding
AT2G13290	Beta-1,4-N-acetylglucosaminyltransferase-like protein [Source:UniProtKB/TrEMBL;Acc:Q9SKF0]		protein_coding
AT4G20280	Transcription initiation factor TFIID subunit 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9M565]	TAF11	protein_coding
AT4G14170	Pentatricopeptide repeat-containing protein At4g14170 [Source:UniProtKB/Swiss-Prot;Acc:Q5XEY7]	PCMP-E17	protein_coding
AT1G31300	At1g31300/T19E23_12 [Source:UniProtKB/TrEMBL;Acc:Q93Z82]		protein_coding
AT5G40840	Sister chromatid cohesion 1 protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FQ20]	SYN2	protein_coding
AT2G26260	3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 2 [Source:UniProtKB/Swiss-Prot;Acc:Q67ZE1]	3BETAHSD/D2	protein_coding
AT1G80390	indole-3-acetic acid inducible 15 [Source:TAIR;Acc:AT1G80390]	IAA15	protein_coding
AT5G51460	Trehalose 6-phosphate phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A178UCG0]	TPPA	protein_coding
AT3G26980	MUB4 [Source:UniProtKB/TrEMBL;Acc:A0A178VGS7]	MUB4	protein_coding
AT5G09560	RNA-binding KH domain-containing protein [Source:TAIR;Acc:AT5G09560]		protein_coding
AT2G01400	Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZNU8]		protein_coding
AT5G53700	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q5BPG8]		protein_coding
AT5G02140	Pathogenesis-related thaumatin-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LZL8]		protein_coding
AT2G28440	En/Spm-like transposon protein [Source:UniProtKB/TrEMBL;Acc:Q9SKM6]		protein_coding
AT5G06750	Probable protein phosphatase 2C 68 [Source:UniProtKB/Swiss-Prot;Acc:Q84JD5]		protein_coding
AT1G30130	AT1G30130 protein [Source:UniProtKB/TrEMBL;Acc:Q9C6Z4]		protein_coding
AT5G09490	40S ribosomal protein S15-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FY66]	RPS15B	protein_coding
AT3G15860	Plant self-incompatibility protein S1 family protein [Source:UniProtKB/TrEMBL;Acc:Q5XVB9]		protein_coding
AT2G33250	At2g33250/F25I18.1 [Source:UniProtKB/TrEMBL;Acc:O22777]		protein_coding
AT5G03920	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G03930.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eu /.../es - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G03920]		protein_coding
AT2G28230	Mediator of RNA polymerase II transcription subunit 20a [Source:UniProtKB/Swiss-Prot;Acc:Q6NPF4]	MED20A	protein_coding
AT1G77660	Histone H3 K4-specific methyltransferase SET7/9 family protein [Source:UniProtKB/TrEMBL;Acc:Q9CAP2]		protein_coding
AT5G48860	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FKB1]		protein_coding
AT2G20880	Ethylene-responsive transcription factor ERF053 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKT1]	ERF053	protein_coding
